Unnamed: 0,repo_name,repo_owner,project_url,description,size,watchers_count,forks_count,open_issues,issues > 8,pull_req > 0,commits > 20,contributors > 8,stars
936,weather-buoys,modern-fortran,https://github.com/modern-fortran/weather-buoys,Processing weather buoy data in parallel,12943,6,1,0,NO,YES,NO,NO,6
937,pthread_fortran_interface,ljn917,https://github.com/ljn917/pthread_fortran_interface,pthread fortran interface,17,6,0,0,NO,NO,NO,NO,6
938,lagrange,blackrim,https://github.com/blackrim/lagrange,the c++ version of lagrange,25871,6,5,0,NO,NO,YES,NO,6
939,toronto-fortran-games,fortran-gaming,https://github.com/fortran-gaming/toronto-fortran-games,"Classic Fortran games, public domain",34,6,0,0,NO,NO,NO,NO,6
940,lbfgs,jmbr,https://github.com/jmbr/lbfgs,L-BFGS Software for Large-scale Unconstrained Optimization by Jorge Nocedal,132,6,0,0,NO,NO,NO,NO,6
941,sf_traffic,liljonnystyle,https://github.com/liljonnystyle/sf_traffic,data science project studying San Francisco traffic trends,25833,6,4,0,NO,NO,YES,NO,6
942,DSM-Kernel,IPGP,https://github.com/IPGP/DSM-Kernel,3D waveform partial derivative calculation software for 1D Earth models,10696,6,4,0,NO,YES,YES,NO,6
943,hazel,aasensio,https://github.com/aasensio/hazel,Hazel: synthesis and inversion of Stokes profiles,81703,6,4,8,NO,YES,YES,NO,6
944,forget,szaghi,https://github.com/szaghi/forget,FORtran Git Template,30,6,0,4,NO,NO,NO,NO,6
945,fortran-regex,dongli,https://github.com/dongli/fortran-regex,A regex implementation in pure Fortran.,3,6,1,0,NO,NO,NO,NO,6
946,Molecular_symmetry,ElenaKusevska,https://github.com/ElenaKusevska/Molecular_symmetry,Program to determine the symmetry point group of a molecule (doesn't work with cubic groups).,334,6,4,0,NO,NO,NO,NO,6
947,Standish-Ephemeris,CumuloEpsilon,https://github.com/CumuloEpsilon/Standish-Ephemeris,"Fortran90 Module - implemention of E.M. Standish's ""Keplerian Elements for Approximate Positions of the Major Planets"" ",485,6,0,1,NO,NO,NO,NO,6
948,Scheduler,ncsa,https://github.com/ncsa/Scheduler,The aggregate job launcher of single-core or single-node applications on HPC sites,21,6,3,0,NO,YES,NO,NO,6
949,quadrature-fortran,jacobwilliams,https://github.com/jacobwilliams/quadrature-fortran,Adaptive Gaussian Quadrature with Modern Fortran,20,6,0,0,NO,NO,NO,NO,7
950,LESjet-Smagorinsky,kaushikb258,https://github.com/kaushikb258/LESjet-Smagorinsky,Large Eddy Simulation of supersonic jets using the dynamic Smagorinsky model,688,6,3,0,NO,NO,NO,NO,6
951,caf-testsuite,uhhpctools,https://github.com/uhhpctools/caf-testsuite,Test Suite for Fortran 2008 Coarrays,1752,6,3,0,NO,NO,NO,NO,6
952,OpenTBL,guillemborrell,https://github.com/guillemborrell/OpenTBL,Turbulent Boundary Layer DNS implementation able to run in millions of cores.,544,6,4,0,NO,NO,YES,NO,6
953,pymc,matthew-brett,https://github.com/matthew-brett/pymc,http://pymc.googlecode.com/svn/trunk,12488,6,1,0,NO,NO,YES,NO,6
954,CFR,gamaleldin,https://github.com/gamaleldin/CFR,"This code package is for the Corrected-Fisher-Randomization (CFR) method. This method generates random surrogate data that preserves a specified set of first and second order marginal moments of a data tensor, which makes it well equipped to test for the null hypothesis that a structure in data is an epiphenomenon of these specified set of primary features of the data tensor. The randomization procedure used in CFR is based on Fisher randomization (shuffling). However, the shuffling is accompanied by a correction step that retains the primary features specified in the null hypothesis. Hence, the name of this method.",325,6,0,0,NO,NO,YES,NO,6
955,MPMD-with-Coarray-Fortran-TS-18508-Events-Example-Program,MichaelSiehl,https://github.com/MichaelSiehl/MPMD-with-Coarray-Fortran-TS-18508-Events-Example-Program,THIS REPOSITORY CONTAINS A FORTRAN (2015) COARRAY EXAMPLE PROGRAM THAT USES TS-18508 EVENTS,155,6,0,0,NO,NO,YES,NO,6
956,stock-prices,modern-fortran,https://github.com/modern-fortran/stock-prices,Analyzing stock prices with Fortran arrays,1200,6,0,0,NO,NO,YES,NO,6
957,BPA_EMTP,ahmadabdullah,https://github.com/ahmadabdullah/BPA_EMTP,Electromagnetic Transients Program (EMTP) of Bonneville Power Administration (BPA),54553,6,6,0,NO,NO,NO,NO,6
958,rear,danielemelini,https://github.com/danielemelini/rear,Regional ElAstic Rebound calculator,4018,6,3,0,NO,NO,NO,NO,6
959,spipp,ratnania,https://github.com/ratnania/spipp,"SPIPP is a 1D B-Splines library for evaluation, interpolation, approximation, assembling Finite Element matrices",440,6,0,0,NO,NO,YES,NO,6
960,bgaPEST,mnfienen,https://github.com/mnfienen/bgaPEST,Bayesian Geostatistical Version of PEST,205749,6,1,0,NO,NO,YES,NO,6
961,FortranMonads,tankefugl,https://github.com/tankefugl/FortranMonads,How far can we take monad(ish) abstractions in Fortran? Is it possible to make it into something useful?,112,6,0,1,NO,NO,NO,NO,6
962,sceptic3D,plasmasim,https://github.com/plasmasim/sceptic3D,,85165,6,4,0,NO,YES,YES,NO,6
963,UniMoVib,zorkzou,https://github.com/zorkzou/UniMoVib,a unified interface for molecular harmonic vibrational frequency calculations,7565,6,3,0,NO,NO,YES,NO,6
964,paris-git,slitvinov,https://github.com/slitvinov/paris-git,PARIS Simulator Code (an unofficial git mirror),24334,6,3,0,NO,NO,YES,NO,6
965,SHAKE16,ocrickard,https://github.com/ocrickard/SHAKE16,"An updated version of SHAKE91, Equivalent Linear Seismic Response Analysis of Horizontally Layered Soil Deposits",3255,6,2,3,NO,NO,YES,NO,6
966,libaed2,AquaticEcoDynamics,https://github.com/AquaticEcoDynamics/libaed2,Code for the AED2 water quality / ecology library,913,6,6,11,YES,YES,YES,NO,6
967,pyCONTIN,kanhua,https://github.com/kanhua/pyCONTIN,A python wrapper for CONTIN integral equation solver,7321,6,1,0,NO,NO,NO,NO,6
968,SIMPLE3.0,hael,https://github.com/hael/SIMPLE3.0,A new repository(with deleted history) in preparation for release 3.0 of SIMPLE,451100,6,1,0,NO,YES,YES,YES,6
969,EFISPEC3D,florentdemartin,https://github.com/florentdemartin/EFISPEC3D,EFISPEC3D is a free code programmed in FORTRAN95/MPI that solves the three-dimensional wave equations using a spectral-finite-element method.,3064,6,4,0,NO,NO,NO,NO,6
970,DART,rsobash,https://github.com/rsobash/DART,Code for NCAR's Data Assimilation Research Testbed software package.,928,6,3,0,NO,NO,NO,NO,6
971,tecplotwrite,liuzaigang,https://github.com/liuzaigang/tecplotwrite,Fortran module used to write tecplot binary or text format data file,23,6,2,0,NO,NO,NO,NO,6
972,pyIRI2016,rilma,https://github.com/rilma/pyIRI2016,International Reference Ionosphere 2016 for Python,5114,6,4,4,NO,YES,YES,NO,6
973,gibbs2,aoterodelaroza,https://github.com/aoterodelaroza/gibbs2,Thermodynamics of solids in the quasiharmonic approximation.,8845,6,2,0,NO,NO,YES,NO,6
974,SPIDER,spider-em,https://github.com/spider-em/SPIDER,"SPIDER  (System for Processing Image Data from Electron microscopy and Related fields) is an image processing system for electron microscopy, especially usefull for single-particle reconstruction.",74394,6,2,0,NO,NO,YES,NO,6
975,dumses-hybrid,marcjoos-phd,https://github.com/marcjoos-phd/dumses-hybrid,"CFD/MHD code for astrophysics applications; runs on 100,000+CPU & GPU.",24706,6,4,0,NO,NO,YES,NO,6
976,legacy-code,amaggi,https://github.com/amaggi/legacy-code,Bits and pieces of legacy code that are lying around on my system and that it would be a pity to loose,6288,6,1,0,NO,NO,NO,NO,6
977,xtb4stda,grimme-lab,https://github.com/grimme-lab/xtb4stda,sTDA-xTB Hamiltonian for ground state,1054,6,2,1,NO,YES,NO,NO,6
978,generics,sourceryinstitute,https://github.com/sourceryinstitute/generics,,41,6,1,2,NO,YES,NO,NO,6
979,xfvm,prapanchnair,https://github.com/prapanchnair/xfvm,Unstructured FVM euler equation solver in Fortran,376,6,3,0,NO,NO,NO,NO,6
980,paragauss-gpl,alexei-matveev,https://github.com/alexei-matveev/paragauss-gpl,"ParaGauss GPL, V3.2.1+",9708,6,3,2,NO,NO,YES,NO,6
981,TREX,muellsen,https://github.com/muellsen/TREX,Code for high-dimensional variable selection with the TREX,57554,6,1,0,NO,YES,YES,NO,6
982,fates-release,NGEET,https://github.com/NGEET/fates-release,This read-only public repository holds release versions of the FATES model.,2929,6,8,1,NO,YES,YES,YES,6
983,SMT-IBM-Models,tscheepers,https://github.com/tscheepers/SMT-IBM-Models,"Python implementation of IBM models 1 and 2, which can be used for finding word alignments and statistical machine translation.",19441,6,2,0,NO,NO,YES,NO,6
984,advent,kristopherjohnson,https://github.com/kristopherjohnson/advent,Original PDP-10 Fortran source code for Will Crowther's Colossal Cave Adventure game,50,6,1,0,NO,NO,NO,NO,6
985,infTRN_lassoStARS,emiraldi,https://github.com/emiraldi/infTRN_lassoStARS,Transcriptional regulatory network inference from gene expression and prior information with LASSO-StARS,1769236,6,3,0,NO,YES,YES,NO,6
986,lilac,NCAR,https://github.com/NCAR/lilac,Old development repository for LILAC; this has been merged into:,7823,6,3,0,NO,YES,YES,NO,6
987,Esh3D,Chunfang,https://github.com/Chunfang/Esh3D,"An analytical-numerical hybrid code for interactive Eshelby's inclusion problems in whole, half and finite spaces",225,6,0,0,NO,NO,YES,NO,6
988,vsop87.js,gheja,https://github.com/gheja/vsop87.js,JavaScript library to calculate the position of the planets in the solar system using heliocentric ecliptic rectangular coordinates based on the VSOP87 C series.,8323,6,3,0,NO,NO,NO,NO,6
989,libxphi,cdahnken,https://github.com/cdahnken/libxphi,libxphi adds easy offload capabilities for blas3 and more,180,6,2,0,NO,NO,NO,NO,6
990,MoogStokes,soylentdeen,https://github.com/soylentdeen/MoogStokes,Artisanal Zeeman Radiative Transfer,17384,6,1,1,NO,NO,YES,NO,6
991,gmsh-to-vtk-and-tecplot-Fortran-2003,truongd8593,https://github.com/truongd8593/gmsh-to-vtk-and-tecplot-Fortran-2003,Object-oriented Fortran 2003 version of my Fortran 95 code gmsh-to-vtk-and-tecplot,11,6,6,0,NO,NO,NO,NO,6
992,Programs_For_Cell_Mapping,jqsun1,https://github.com/jqsun1/Programs_For_Cell_Mapping,Programs for cell mapping book by Springer,25619,6,5,0,NO,NO,NO,NO,6
993,kokkos-fortran-interop,kokkos,https://github.com/kokkos/kokkos-fortran-interop,The Kokkos Fortran Interop repository contains tools and interfaces which help interactions between Fortran portions of an applications and C++ portions using Kokkos.,127,6,0,6,NO,YES,YES,NO,6
994,cgenie,genie-model,https://github.com/genie-model/cgenie,cgenie Earth system model,59262,6,1,0,NO,YES,YES,NO,6
995,fortran-submodule,scivision,https://github.com/scivision/fortran-submodule,Examples of modern Fortran 2008 submodule,72,6,2,1,NO,NO,YES,NO,7
996,PadeOps,FPAL-Stanford-University,https://github.com/FPAL-Stanford-University/PadeOps,A DNS and LES box code,39330,6,5,2,NO,YES,YES,NO,6
997,time-marching-adjoint,komahanb,https://github.com/komahanb/time-marching-adjoint,Implicit time marching for differential systems of any order with adjoint sensitivities,381,6,1,0,NO,NO,YES,NO,6
998,FortranForm,lewisfish,https://github.com/lewisfish/FortranForm,Pure Fortran library for 2D Graphics,11,6,0,0,NO,NO,NO,NO,6
999,Adventure,sabat,https://github.com/sabat/Adventure,"Original Adventure (the Colossal Cave, 350, Crowther & Woods) in Fortran",196,6,0,0,NO,NO,NO,NO,6
1000,PolarDecomp,bminchew,https://github.com/bminchew/PolarDecomp,A collection of decomposition routines for polarimetric synthetic aperture radar (PolSAR) applications written in Fortran.,120,6,3,0,NO,NO,NO,NO,6
1001,chimera,rmuscari,https://github.com/rmuscari/chimera,,82,6,3,1,NO,NO,NO,NO,6
1002,IsogeometricBEM,lzhw1991,https://github.com/lzhw1991/IsogeometricBEM,The is an isogeometric boundary element method code for linear elastic problem based on fortran,23,6,3,0,NO,NO,NO,NO,6
1003,lsbflow,cadieux,https://github.com/cadieux/lsbflow,Pseudo-spectral Navier-Stokes Solver for Laminar Separation Bubble Flows,12640,6,3,0,NO,NO,NO,NO,6
1004,regridpack,jacobwilliams,https://github.com/jacobwilliams/regridpack,Modern Fortran Edition of REGRIDPACK,42,6,0,0,NO,NO,NO,NO,6
1005,LAPACK_Examples,numericalalgorithmsgroup,https://github.com/numericalalgorithmsgroup/LAPACK_Examples,Example programs showing how to call LAPACK driver and computational routines (Fortran double precision),1121,6,5,0,NO,NO,YES,NO,6
1006,IEA-10.0-198-RWT,IEAWindTask37,https://github.com/IEAWindTask37/IEA-10.0-198-RWT,,1870,6,1,0,NO,YES,YES,NO,6
1007,foraytool,drewmccormack,https://github.com/drewmccormack/foraytool,Automatically exported from code.google.com/p/foraytool,196,6,2,3,NO,YES,YES,NO,6
1008,FortranNetcdfObject,d7919,https://github.com/d7919/FortranNetcdfObject,A collection of routines to provide a simplified object orientated approach to creating and writing simple netcdf files.,228,6,2,0,NO,NO,NO,NO,6
1009,F90GIO,cd10kfsu,https://github.com/cd10kfsu/F90GIO,"general I/O interface for NetCDF, HDF4, HDF5 of fortran90 language",308,6,1,0,NO,NO,YES,NO,6
1010,libf95dplab,dplab,https://github.com/dplab/libf95dplab,"Utility routines for f95 including string handling, file unit numbers, and command processing.",174,6,0,0,NO,YES,YES,NO,6
1011,geos2cmaq,barronh,https://github.com/barronh/geos2cmaq,GEOS2CMAQ maps GEOS-Chem outputs to CMAQ boundary conditions for any chemical mechanism.,232,6,1,0,NO,NO,YES,NO,6
1012,gslib-alges,operedo,https://github.com/operedo/gslib-alges,Accelerated GSLIB using OpenMP and MPI,22627,6,7,1,NO,NO,NO,NO,6
1013,libMvtnorm,zhanxw,https://github.com/zhanxw/libMvtnorm,Multivariate normal distribution (C++),172,6,6,0,NO,NO,NO,NO,6
1014,fortran-datetime,dongli,https://github.com/dongli/fortran-datetime,Another Fortran datetime library,64,6,3,1,NO,YES,YES,NO,6
1015,ntpl,ntpl,https://github.com/ntpl/ntpl,ntpl,163436,6,5,0,NO,YES,YES,NO,6
1016,NEAT,rwesson,https://github.com/rwesson/NEAT,"Empirical analysis of ionised nebulae, with uncertainty propagation",20456,6,5,13,YES,YES,YES,NO,7
1017,EFTCAMB,EFTCAMB,https://github.com/EFTCAMB/EFTCAMB,This is the official EFTCAMB developers git repository,142005,6,6,6,NO,YES,YES,NO,6
1018,Atomic_Subroutines--How_the_Parallel_Codes_may_look_like--Part_1,MichaelSiehl,https://github.com/MichaelSiehl/Atomic_Subroutines--How_the_Parallel_Codes_may_look_like--Part_1,Fortran 2008 coarray programming with unordered execution segments (user-defined ordering) - Atomic Subroutines: How the parallel logic codes may look like - Part 1,40,6,0,0,NO,NO,YES,NO,6
1019,Atomic_Subroutines--How_the_Parallel_Codes_may_look_like--Part_2,MichaelSiehl,https://github.com/MichaelSiehl/Atomic_Subroutines--How_the_Parallel_Codes_may_look_like--Part_2,Fortran 2008 coarray programming with unordered execution segments (user-defined ordering) - Atomic Subroutines: How the parallel logic codes may look like - Part 2,45,6,0,0,NO,NO,YES,NO,6
1020,fluidity,FluidityProject,https://github.com/FluidityProject/fluidity,Fluidity,538234,192,78,33,YES,YES,YES,YES,192
1021,fortranlib,astrofrog,https://github.com/astrofrog/fortranlib,Collection of personal scientific routines in Fortran :book:,237,188,64,2,NO,YES,YES,NO,0
1022,libflame,flame,https://github.com/flame/libflame,High-performance object-based library for DLA computations,16143,166,59,5,NO,YES,YES,YES,0
1023,nwchem,nwchemgit,https://github.com/nwchemgit/nwchem,NWChem: Open Source High-Performance Computational Chemistry,320572,150,78,35,YES,YES,YES,YES,0
1024,cdat,CDAT,https://github.com/CDAT/cdat,Community Data Analysis Tools,313712,133,62,301,YES,YES,YES,YES,0
1025,SHTOOLS,SHTOOLS,https://github.com/SHTOOLS/SHTOOLS,SHTOOLS - Spherical Harmonic Tools,247830,123,53,6,NO,YES,YES,NO,0
1026,dftbplus,dftbplus,https://github.com/dftbplus/dftbplus,DFTB+ general package for performing fast atomistic simulations,10221,117,78,40,YES,YES,YES,YES,0
1027,arpack-ng,opencollab,https://github.com/opencollab/arpack-ng,Collection of Fortran77 subroutines designed to solve large scale eigenvalue problems.,2261,117,58,27,YES,YES,YES,YES,0
1028,NASTRAN-93,nasa,https://github.com/nasa/NASTRAN-93,"NASTRAN is the NASA Structural Analysis System, a finite element analysis program (FEA)",86429,114,63,0,NO,NO,NO,NO,0
1029,netcdf-fortran,Unidata,https://github.com/Unidata/netcdf-fortran,"Official GitHub repository for netCDF-Fortran libraries, which depend on the netCDF C library.  Install the netCDF C library first. ",7410,110,54,47,YES,YES,YES,YES,0
1030,pyeconomics,davidrpugh,https://github.com/davidrpugh/pyeconomics,Computational economics in Python,14606,107,62,0,NO,NO,YES,NO,0
1031,pyclaw,clawpack,https://github.com/clawpack/pyclaw,"PyClaw is a Python-based interface to the algorithms of Clawpack and SharpClaw.  It also contains the PetClaw package, which adds parallelism through PETSc.",14106,107,71,68,YES,YES,YES,YES,0
1032,examples,Allen-Tildesley,https://github.com/Allen-Tildesley/examples,"Fortran and Python examples to accompany the book ""Computer Simulation of Liquids"" by Michael P. Allen and Dominic J. Tildesley (2nd edition, Oxford University Press, 2017). Use the ""Clone or download"" button, or follow the ""...releases"" link below.",1895,99,50,0,NO,NO,YES,NO,0
1033,wannier_tools,quanshengwu,https://github.com/quanshengwu/wannier_tools,WannierTools: An open-source software package for novel topological materials. Full documentation:,117295,97,71,24,YES,YES,YES,NO,0
1034,CMAQ,USEPA,https://github.com/USEPA/CMAQ,Code base for the U.S. EPA’s Community Multiscale Air Quality Model (CMAQ). For additional background on CMAQ please visit: www.epa.gov/CMAQ,65760,95,81,2,NO,YES,YES,YES,0
1035,QUIP,libAtoms,https://github.com/libAtoms/QUIP,libAtoms/QUIP molecular dynamics framework: http://www.libatoms.org,112691,93,52,29,YES,YES,YES,YES,0
1036,cime,ESMCI,https://github.com/ESMCI/cime,Common Infrastructure for Modeling the Earth,88667,92,91,201,YES,YES,YES,YES,0
1037,wannier90,wannier-developers,https://github.com/wannier-developers/wannier90,Official repository of the Wannier90 code,195381,88,69,29,YES,YES,YES,YES,0
1038,pencil-code,pencil-code,https://github.com/pencil-code/pencil-code,A high-order finite-difference code for compressible hydrodynamic flows with magnetic fields and particles,97738,86,50,4,NO,YES,YES,YES,0
1039,CAMB,cmbant,https://github.com/cmbant/CAMB,Code for Anisotropies in the Microwave Background,64541,77,65,2,NO,YES,YES,YES,0
1040,MOM6,NOAA-GFDL,https://github.com/NOAA-GFDL/MOM6,Modular Ocean Model,51105,76,94,108,YES,YES,YES,YES,0
1041,WPS,wrf-model,https://github.com/wrf-model/WPS,The official repository for the WRF Preprocessing System (WPS),2471,72,58,16,YES,YES,YES,YES,0
1042,espa-surface-reflectance,USGS-EROS,https://github.com/USGS-EROS/espa-surface-reflectance,,3004,71,58,30,YES,YES,YES,NO,0
1043,Isca,ExeClim,https://github.com/ExeClim/Isca,Idealized GCM from the University of Exeter,27619,65,59,18,YES,YES,YES,YES,0
1044,MOM5,mom-ocean,https://github.com/mom-ocean/MOM5,The Modular Ocean Model,44427,59,76,57,YES,YES,YES,YES,0
1045,cm,OpenCMISS,https://github.com/OpenCMISS/cm,,71014,56,95,5,NO,YES,YES,YES,0
1046,wrf_hydro_nwm_public,NCAR,https://github.com/NCAR/wrf_hydro_nwm_public,WRF-Hydro model code,25991,53,66,73,YES,YES,YES,YES,0
1047,summa,NCAR,https://github.com/NCAR/summa,Structure for Unifying Multiple Modeling Alternatives:,27416,47,54,44,YES,YES,YES,YES,0
1048,specfem3d_globe,geodynamics,https://github.com/geodynamics/specfem3d_globe,SPECFEM3D_GLOBE simulates global and regional (continental-scale) seismic wave propagation.,2112167,42,56,10,NO,YES,YES,YES,0
1049,ED2,EDmodel,https://github.com/EDmodel/ED2,Ecosystem Demography Model,204857,41,78,85,YES,YES,YES,YES,0
1050,davitpy,vtsuperdarn,https://github.com/vtsuperdarn/davitpy,The DaViT Python project,70891,35,61,33,YES,YES,YES,YES,0
1051,FMS,NOAA-GFDL,https://github.com/NOAA-GFDL/FMS,GFDL's Flexible Modeling System,17264,29,66,35,YES,YES,YES,YES,0
1052,deprecated-quantum-espresso,maxhutch,https://github.com/maxhutch/deprecated-quantum-espresso,[DEPRECATED] Please use https://github.com/QEF/q-e instead,242120,29,52,4,NO,NO,YES,NO,0
1053,riemann,clawpack,https://github.com/clawpack/riemann,One place for all Clawpack-style Riemann solvers,790,29,50,16,YES,YES,YES,YES,0
1054,LISF,NASA-LIS,https://github.com/NASA-LIS/LISF,Land Information System Framework,12574,25,63,54,YES,YES,YES,YES,0
1055,EN234_FEA,albower,https://github.com/albower/EN234_FEA,"FEA project for EN2340 Computational Methods in Structural and Solid Mechanics, Brown University",22727,11,73,1,NO,YES,YES,NO,0
1056,iron,OpenCMISS,https://github.com/OpenCMISS/iron,Source code repository for OpenCMISS-Iron,80390,7,56,95,YES,YES,YES,YES,0
1057,matmul-,cornell-cs5220-f15,https://github.com/cornell-cs5220-f15/matmul-,Matrix Multiple Framework for HW1,27832,3,55,31,YES,YES,YES,NO,0
1058,simc_gfortran,JeffersonLab,https://github.com/JeffersonLab/simc_gfortran,SIMC - Physics Monte Carlo for Hall C and Hall A,18710,1,57,2,NO,YES,YES,NO,0
1059,netlib-java,fommil,https://github.com/fommil/netlib-java,:rocket: High Performance Linear Algebra (low level),11018,621,118,13,YES,YES,YES,NO,0
1060,elmerfem,ElmerCSC,https://github.com/ElmerCSC/elmerfem,Official git repository of Elmer FEM software,93210,359,139,17,YES,YES,YES,YES,0
1061,q-e,QEF,https://github.com/QEF/q-e,Mirror of the Quantum ESPRESSO repository,494126,229,121,0,NO,YES,YES,YES,0
1062,cp2k,cp2k,https://github.com/cp2k/cp2k,Quantum chemistry and solid state physics software package,188064,173,107,71,YES,YES,YES,YES,0
1063,Nek5000,Nek5000,https://github.com/Nek5000/Nek5000,our classic,21085,169,149,38,YES,YES,YES,YES,0
1064,NASTRAN-95,nasa,https://github.com/nasa/NASTRAN-95,,87810,157,122,10,NO,YES,NO,NO,0
1065,specfem3d,geodynamics,https://github.com/geodynamics/specfem3d,"SPECFEM3D_Cartesian simulates acoustic (fluid), elastic (solid), coupled acoustic/elastic, poroelastic or seismic wave propagation in any type of conforming mesh of hexahedra (structured or not). It can for instance model seismic waves propagating in sedimentary basins or any other regional geological model following earthquakes. It can also be used for non destructive testing or for ocean acoustics.",571196,152,131,33,YES,YES,YES,YES,0
1066,E3SM,E3SM-Project,https://github.com/E3SM-Project/E3SM,Energy Exascale Earth System Model source code.,181818,143,106,263,YES,YES,YES,YES,0
1067,openfast,OpenFAST,https://github.com/OpenFAST/openfast,Main repository for the NREL-supported OpenFAST whole-turbine simulation code.  Further documentation is available at,147584,132,131,46,YES,YES,YES,YES,0
1068,CFL3D,nasa,https://github.com/nasa/CFL3D,,2701,130,118,6,NO,YES,YES,NO,0
1069,MITgcm,MITgcm,https://github.com/MITgcm/MITgcm,M.I.T General Circulation Model master code and documentation repository,341437,123,105,78,YES,YES,YES,YES,0
1070,CTSM,ESCOMP,https://github.com/ESCOMP/CTSM,Community Terrestrial Systems Model (includes the Community Land Model of CESM),22495,103,110,326,YES,YES,YES,YES,0
1071,build_and_test_examples,softwaresaved,https://github.com/softwaresaved/build_and_test_examples,"Examples of build scripts and unit test frameworks for various languages, and how these can be used with the Jenkins continuous integration server. Contact: @mikej888",405,97,148,3,NO,YES,YES,NO,0
1072,WW3,NOAA-EMC,https://github.com/NOAA-EMC/WW3,WAVEWATCH III,58455,76,112,42,YES,YES,YES,YES,0
1073,HOdebug-profile,wtpc,https://github.com/wtpc/HOdebug-profile,Hands-On de Debugging y Profiling,60,0,113,0,NO,NO,NO,NO,0
1074,lapack,Reference-LAPACK,https://github.com/Reference-LAPACK/lapack,LAPACK development repository,22100,495,179,93,YES,YES,YES,YES,0
1075,MPAS-Model,MPAS-Dev,https://github.com/MPAS-Dev/MPAS-Model,Repository for MPAS models and shared framework releases.,20539,112,179,74,YES,YES,YES,YES,0
1076,pymc,pymc-devs,https://github.com/pymc-devs/pymc,PyMC: Bayesian Stochastic Modelling in Python (DEPRECATED: for PyMC3: https://github.com/pymc-devs/pymc3),27646,858,226,15,YES,YES,YES,YES,0
1077,WRF,wrf-model,https://github.com/wrf-model/WRF,The official repository for the Weather Research and Forecasting (WRF) model,178100,351,208,86,YES,YES,YES,YES,0
1078,fds,firemodels,https://github.com/firemodels/fds,Fire Dynamics Simulator,203458,286,330,38,YES,YES,YES,YES,0
1079,OpenBLAS,xianyi,https://github.com/xianyi/OpenBLAS,OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD version. ,25971,3120,865,143,YES,YES,YES,YES,0
Unnamed: 0,repo_name,repo_owner,project_url,description,size,watchers_count,forks_count,open_issues,issues > 8,pull_req > 0,commits > 20,contributors > 8,stars
0,fortran-machine,mapmeld,https://github.com/mapmeld/fortran-machine,Finally a Fortran MVC web platform,1384,499,24,0,NO,YES,YES,NO,631
1,functional-fortran,wavebitscientific,https://github.com/wavebitscientific/functional-fortran,Functional programming for modern Fortran,107,270,22,2,NO,YES,YES,NO,271
2,Cmathtuts,Foadsf,https://github.com/Foadsf/Cmathtuts,"trying to collect all useful tutorials for famous C math and algebra libraries such as CBLAS, CLAPACK, GSL...",3863,207,28,3,NO,NO,YES,NO,210
3,json-fortran,jacobwilliams,https://github.com/jacobwilliams/json-fortran,A Fortran 2008 JSON API,107323,185,44,18,YES,YES,YES,NO,186
4,fortran2018-examples,scivision,https://github.com/scivision/fortran2018-examples,"Easy examples of scientific computing with modern, powerful, easy Fortran 2018 standard",1465,169,24,0,NO,NO,YES,NO,174
5,wartonlegacy,daoudclarke,https://github.com/daoudclarke/wartonlegacy,Algorithms for factorisation of large numbers in Fortran and UBASIC,165024,150,9,1,NO,YES,NO,NO,150
6,gtk-fortran,vmagnin,https://github.com/vmagnin/gtk-fortran,A GTK / Fortran binding,12427,148,33,13,NO,YES,YES,NO,148
7,SHTOOLS,SHTOOLS,https://github.com/SHTOOLS/SHTOOLS,SHTOOLS - Spherical Harmonic Tools,247830,123,53,6,NO,YES,YES,NO,125
8,fortran-utils,certik,https://github.com/certik/fortran-utils,Various utilities for Fortran programs,202,123,46,2,NO,YES,YES,NO,123
9,OpenCoarrays,sourceryinstitute,https://github.com/sourceryinstitute/OpenCoarrays,A parallel application binary interface for Fortran 2018 compilers. ,8449,116,37,28,YES,YES,YES,YES,117
10,neural-fortran,modern-fortran,https://github.com/modern-fortran/neural-fortran,A parallel neural net microframework,20197,114,22,10,NO,YES,YES,NO,114
11,xtb,grimme-lab,https://github.com/grimme-lab/xtb,Semiempirical Extended Tight-Binding Program Package,1790,104,30,17,YES,YES,YES,NO,106
12,Castro,AMReX-Astro,https://github.com/AMReX-Astro/Castro,"An adaptive mesh, astrophysical radiation hydrodynamics simulation code",82843,103,40,77,YES,YES,YES,YES,104
13,examples,Allen-Tildesley,https://github.com/Allen-Tildesley/examples,"Fortran and Python examples to accompany the book ""Computer Simulation of Liquids"" by Michael P. Allen and Dominic J. Tildesley (2nd edition, Oxford University Press, 2017). Use the ""Clone or download"" button, or follow the ""...releases"" link below.",1895,99,50,0,NO,NO,YES,NO,99
14,abinit,abinit,https://github.com/abinit/abinit,"The official github mirror of the Abinit repository. We welcome bug fixes and improvements. Note that most of the active developments are hosted on our https://gitlab.abinit.org/ server.  Before embarking on making significant changes, please contact the Abinit group.",157906,97,42,14,YES,YES,YES,YES,97
15,WRFV3,NCAR,https://github.com/NCAR/WRFV3,This is the release repository for the Weather Research and Forecasting Model,117925,91,42,3,NO,YES,YES,YES,91
16,climlab,brian-rose,https://github.com/brian-rose/climlab,Python package for process-oriented climate modeling,59663,88,37,19,YES,YES,YES,NO,94
